Data File,Category,Sub-Category 1,Sub-Category 2,Sub-Category 3,Resolution (C),Ocean Resolution (mx),Data Format,File Size (Bytes),Version,Dataset Type
C96_ERA5_forcing_2021-08-17.nc,forcing,NAGAPE,datm,C96,96,,.nc,12313780,,era5
C96_ERA5_forcing_2020-11-10.nc,forcing,NAGAPE,datm,C96,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-06-11.nc,forcing,NAGAPE,datm,C96,96,,.nc,12313780,,era5
C96_ERA5_forcing_2020-11-03.nc,forcing,NAGAPE,datm,C96,96,,.nc,12313780,,era5
C96_ERA5_forcing_2019-12-02.nc,forcing,NAGAPE,datm,C96,96,,.nc,12313780,,era5
C96_ERA5_forcing_2019-12-04.nc,forcing,NAGAPE,datm,C96,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-04-30.nc,forcing,NAGAPE,datm,C96,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-07-21.nc,forcing,NAGAPE,datm,C96,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-04-07.nc,forcing,NAGAPE,datm,C96,96,,.nc,12313780,,era5
C96_ERA5_forcing_2020-10-03.nc,forcing,NAGAPE,datm,C96,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-02-04.nc,forcing,NAGAPE,datm,C96,96,,.nc,12313780,,era5
C96_ERA5_forcing_2020-12-25.nc,forcing,NAGAPE,datm,C96,96,,.nc,12313780,,era5
C96_ERA5_forcing_2019-12-15.nc,forcing,NAGAPE,datm,C96,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-01-26.nc,forcing,NAGAPE,datm,C96,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-01-24.nc,forcing,NAGAPE,datm,C96,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-07-23.nc,forcing,NAGAPE,datm,C96,96,,.nc,12313780,,era5
C96_ERA5_forcing_2020-10-23.nc,forcing,NAGAPE,datm,C96,96,,.nc,12313780,,era5
C96_ERA5_forcing_2019-12-07.nc,forcing,NAGAPE,datm,C96,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-04-25.nc,forcing,NAGAPE,datm,C96,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-08-15.nc,forcing,NAGAPE,datm,C96,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-06-08.nc,forcing,NAGAPE,datm,C96,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-09-02.nc,forcing,NAGAPE,datm,C96,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-03-24.nc,forcing,NAGAPE,datm,C96,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-09-11.nc,forcing,NAGAPE,datm,C96,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-05-06.nc,forcing,NAGAPE,datm,C96,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-05-28.nc,forcing,NAGAPE,datm,C96,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-02-27.nc,forcing,NAGAPE,datm,C96,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-08-16.nc,forcing,NAGAPE,datm,C96,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-01-18.nc,forcing,NAGAPE,datm,C96,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-08-04.nc,forcing,NAGAPE,datm,C96,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-04-26.nc,forcing,NAGAPE,datm,C96,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-02-17.nc,forcing,NAGAPE,datm,C96,96,,.nc,12313780,,era5
C96_ERA5_forcing_2019-12-26.nc,forcing,NAGAPE,datm,C96,96,,.nc,12313780,,era5
C96_ERA5_forcing_2020-11-04.nc,forcing,NAGAPE,datm,C96,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-01-22.nc,forcing,NAGAPE,datm,C96,96,,.nc,12313780,,era5
oro_C96.mx100.tile5.nc,forcing,NAGAPE,orog_files,,96,100,.nc,834883,,era5
oro_C96.mx100.tile4.nc,forcing,NAGAPE,orog_files,,96,100,.nc,834883,,era5
oro_C96.mx100.tile1.nc,forcing,NAGAPE,orog_files,,96,100,.nc,834883,,era5
oro_C96.mx100.tile6.nc,forcing,NAGAPE,orog_files,,96,100,.nc,834883,,era5
oro_C96.mx100.tile3.nc,forcing,NAGAPE,orog_files,,96,100,.nc,834883,,era5
oro_C96.mx100.tile2.nc,forcing,NAGAPE,orog_files,,96,100,.nc,834883,,era5
oro_C96.mx100.tile5.nc,forcing,NAGAPE,orog_files,,96,100,.nc,834883,,gswp3
oro_C96.mx100.tile4.nc,forcing,NAGAPE,orog_files,,96,100,.nc,834883,,gswp3
oro_C96.mx100.tile1.nc,forcing,NAGAPE,orog_files,,96,100,.nc,834883,,gswp3
oro_C96.mx100.tile6.nc,forcing,NAGAPE,orog_files,,96,100,.nc,834883,,gswp3
oro_C96.mx100.tile3.nc,forcing,NAGAPE,orog_files,,96,100,.nc,834883,,gswp3
oro_C96.mx100.tile2.nc,forcing,NAGAPE,orog_files,,96,100,.nc,834883,,gswp3
ghcn_snwd_ioda_20191206.nc,DA,NAGAPE,GHCN,data_proc,,,.nc,708843,2019,snow_depth
ghcn_snwd_ioda_20191226.nc,DA,NAGAPE,GHCN,data_proc,,,.nc,704339,2019,snow_depth
ghcn_snwd_ioda_20191215.nc,DA,NAGAPE,GHCN,data_proc,,,.nc,714440,2019,snow_depth
ghcn_snwd_ioda_20191201.nc,DA,NAGAPE,GHCN,data_proc,,,.nc,800800,2019,snow_depth
ghcn_snwd_ioda_20191214.nc,DA,NAGAPE,GHCN,data_proc,,,.nc,782670,2019,snow_depth
ghcn_snwd_ioda_20191213.nc,DA,NAGAPE,GHCN,data_proc,,,.nc,707773,2019,snow_depth
ghcn_snwd_ioda_20191205.nc,DA,NAGAPE,GHCN,data_proc,,,.nc,819326,2019,snow_depth
ghcn_snwd_ioda_20191218.nc,DA,NAGAPE,GHCN,data_proc,,,.nc,824274,2019,snow_depth
ghcn_snwd_ioda_20191224.nc,DA,NAGAPE,GHCN,data_proc,,,.nc,775872,2019,snow_depth
ghcn_snwd_ioda_20191204.nc,DA,NAGAPE,GHCN,data_proc,,,.nc,823777,2019,snow_depth
ghcn_snwd_ioda_20191210.nc,DA,NAGAPE,GHCN,data_proc,,,.nc,713148,2019,snow_depth
ghcn_snwd_ioda_20191212.nc,DA,NAGAPE,GHCN,data_proc,,,.nc,819014,2019,snow_depth
ghcn_snwd_ioda_20191223.nc,DA,NAGAPE,GHCN,data_proc,,,.nc,706007,2019,snow_depth
ghcn_snwd_ioda_20191231.nc,DA,NAGAPE,GHCN,data_proc,,,.nc,821610,2019,snow_depth
ghcn_snwd_ioda_20191219.nc,DA,NAGAPE,GHCN,data_proc,,,.nc,730404,2019,snow_depth
ghcn_snwd_ioda_20191230.nc,DA,NAGAPE,GHCN,data_proc,,,.nc,729992,2019,snow_depth
ghcn_snwd_ioda_20191220.nc,DA,NAGAPE,GHCN,data_proc,,,.nc,799744,2019,snow_depth
ghcn_snwd_ioda_20191228.nc,DA,NAGAPE,GHCN,data_proc,,,.nc,708174,2019,snow_depth
ghcn_snwd_ioda_20191211.nc,DA,NAGAPE,GHCN,data_proc,,,.nc,825097,2019,snow_depth
ghcn_snwd_ioda_20191216.nc,DA,NAGAPE,GHCN,data_proc,,,.nc,867381,2019,snow_depth
ghcn_snwd_ioda_20191203.nc,DA,NAGAPE,GHCN,data_proc,,,.nc,753292,2019,snow_depth
ghcn_snwd_ioda_20191227.nc,DA,NAGAPE,GHCN,data_proc,,,.nc,782771,2019,snow_depth
ghcn_snwd_ioda_20191202.nc,DA,NAGAPE,GHCN,data_proc,,,.nc,756437,2019,snow_depth
ghcn_snwd_ioda_20191221.nc,DA,NAGAPE,GHCN,data_proc,,,.nc,777701,2019,snow_depth
ghcn_snwd_ioda_20191225.nc,DA,NAGAPE,GHCN,data_proc,,,.nc,773582,2019,snow_depth
ghcn_snwd_ioda_20191229.nc,DA,NAGAPE,GHCN,data_proc,,,.nc,709069,2019,snow_depth
ghcn_snwd_ioda_20191208.nc,DA,NAGAPE,GHCN,data_proc,,,.nc,703323,2019,snow_depth
ghcn_snwd_ioda_20191222.nc,DA,NAGAPE,GHCN,data_proc,,,.nc,701210,2019,snow_depth
ghcn_snwd_ioda_20191217.nc,DA,NAGAPE,GHCN,data_proc,,,.nc,752763,2019,snow_depth
ghcn_snwd_ioda_20191209.nc,DA,NAGAPE,GHCN,data_proc,,,.nc,719345,2019,snow_depth
ghcn_snwd_ioda_20191207.nc,DA,NAGAPE,GHCN,data_proc,,,.nc,703525,2019,snow_depth
fake_ghcn_snwd_ioda_20000103.nc,DA,NAGAPE,GHCN,data_proc,,,.nc,953098,2000,snow_depth
fake_ghcn_snwd_ioda_20000102.nc,DA,NAGAPE,GHCN,data_proc,,,.nc,826472,2000,snow_depth
fv1.9x2.5_141008_ESMFmesh.nc,NEMSfv3gfs,NAGAPE,DATM_GSWP3_input_data,,,,.nc,846588,,input-data-20221101
clmforc.GSWP3.c2011.0.5x0.5.Solr.1999-12.nc,NEMSfv3gfs,NAGAPE,DATM_GSWP3_input_data,,,,.nc,259202520,,input-data-20221101
clmforc.GSWP3.c2011.0.5x0.5.TPQWL.SCRIP.210520_ESMFmesh.nc,NEMSfv3gfs,NAGAPE,DATM_GSWP3_input_data,,,,.nc,16601532,,input-data-20221101
topodata_0.9x1.25_USGS_070110_stream_c151201.nc,NEMSfv3gfs,NAGAPE,DATM_GSWP3_input_data,,,,.nc,1992888,,input-data-20221101
clmforc.GSWP3.c2011.0.5x0.5.Solr.2000-01.nc,NEMSfv3gfs,NAGAPE,DATM_GSWP3_input_data,,,,.nc,259202520,,input-data-20221101
clmforc.GSWP3.c2011.0.5x0.5.Prec.2000-01.nc,NEMSfv3gfs,NAGAPE,DATM_GSWP3_input_data,,,,.nc,259202484,,input-data-20221101
clmforc.GSWP3.c2011.0.5x0.5.TPQWL.2000-01.nc,NEMSfv3gfs,NAGAPE,DATM_GSWP3_input_data,,,,.nc,1287709152,,input-data-20221101
topodata_0.9x1.SCRIP.210520_ESMFmesh.nc,NEMSfv3gfs,NAGAPE,DATM_GSWP3_input_data,,,,.nc,3547832,,input-data-20221101
clmforc.GSWP3.c2011.0.5x0.5.Prec.1999-12.nc,NEMSfv3gfs,NAGAPE,DATM_GSWP3_input_data,,,,.nc,259202484,,input-data-20221101
clmforc.GSWP3.c2011.0.5x0.5.TPQWL.1999-12.nc,NEMSfv3gfs,NAGAPE,DATM_GSWP3_input_data,,,,.nc,1287709152,,input-data-20221101
C96.slope_type.tile1.nc,NEMSfv3gfs,NAGAPE,FV3_fix_tiled,C96,96,,.nc,119550,,input-data-20221101
C96.substrate_temperature.tile4.nc,NEMSfv3gfs,NAGAPE,FV3_fix_tiled,C96,96,,.nc,119595,,input-data-20221101
C96.vegetation_greenness.tile6.nc,NEMSfv3gfs,NAGAPE,FV3_fix_tiled,C96,96,,.nc,525039,,input-data-20221101
C96.maximum_snow_albedo.tile4.nc,NEMSfv3gfs,NAGAPE,FV3_fix_tiled,C96,96,,.nc,119490,,input-data-20221101
C96.snowfree_albedo.tile4.nc,NEMSfv3gfs,NAGAPE,FV3_fix_tiled,C96,96,,.nc,1857404,,input-data-20221101
C96.vegetation_greenness.tile5.nc,NEMSfv3gfs,NAGAPE,FV3_fix_tiled,C96,96,,.nc,525039,,input-data-20221101
C96.soil_color.tile1.nc,NEMSfv3gfs,NAGAPE,FV3_fix_tiled,C96,96,,.nc,119613,,input-data-20221101
C96.snowfree_albedo.tile6.nc,NEMSfv3gfs,NAGAPE,FV3_fix_tiled,C96,96,,.nc,1857404,,input-data-20221101
C96.substrate_temperature.tile2.nc,NEMSfv3gfs,NAGAPE,FV3_fix_tiled,C96,96,,.nc,119595,,input-data-20221101
oro_C96.mx100.tile5.nc,NEMSfv3gfs,NAGAPE,FV3_fix_tiled,C96,96,100,.nc,834883,,input-data-20221101
C96.soil_color.tile2.nc,NEMSfv3gfs,NAGAPE,FV3_fix_tiled,C96,96,,.nc,119613,,input-data-20221101
C96.maximum_snow_albedo.tile2.nc,NEMSfv3gfs,NAGAPE,FV3_fix_tiled,C96,96,,.nc,119490,,input-data-20221101
C96.substrate_temperature.tile3.nc,NEMSfv3gfs,NAGAPE,FV3_fix_tiled,C96,96,,.nc,119595,,input-data-20221101
C96.vegetation_type.tile3.nc,NEMSfv3gfs,NAGAPE,FV3_fix_tiled,C96,96,,.nc,119589,,input-data-20221101
C96.soil_color.tile5.nc,NEMSfv3gfs,NAGAPE,FV3_fix_tiled,C96,96,,.nc,119613,,input-data-20221101
C96.soil_color.tile6.nc,NEMSfv3gfs,NAGAPE,FV3_fix_tiled,C96,96,,.nc,119613,,input-data-20221101
oro_C96.mx100.tile4.nc,NEMSfv3gfs,NAGAPE,FV3_fix_tiled,C96,96,100,.nc,834883,,input-data-20221101
C96.facsf.tile4.nc,NEMSfv3gfs,NAGAPE,FV3_fix_tiled,C96,96,,.nc,119545,,input-data-20221101
C96.maximum_snow_albedo.tile5.nc,NEMSfv3gfs,NAGAPE,FV3_fix_tiled,C96,96,,.nc,119490,,input-data-20221101
C96.facsf.tile2.nc,NEMSfv3gfs,NAGAPE,FV3_fix_tiled,C96,96,,.nc,119545,,input-data-20221101
C96.soil_type.tile5.nc,NEMSfv3gfs,NAGAPE,FV3_fix_tiled,C96,96,,.nc,119480,,input-data-20221101
C96.slope_type.tile4.nc,NEMSfv3gfs,NAGAPE,FV3_fix_tiled,C96,96,,.nc,119550,,input-data-20221101
C96.slope_type.tile5.nc,NEMSfv3gfs,NAGAPE,FV3_fix_tiled,C96,96,,.nc,119550,,input-data-20221101
C96.facsf.tile1.nc,NEMSfv3gfs,NAGAPE,FV3_fix_tiled,C96,96,,.nc,119545,,input-data-20221101
C96.soil_color.tile3.nc,NEMSfv3gfs,NAGAPE,FV3_fix_tiled,C96,96,,.nc,119613,,input-data-20221101
oro_C96.mx100.tile1.nc,NEMSfv3gfs,NAGAPE,FV3_fix_tiled,C96,96,100,.nc,834883,,input-data-20221101
C96.vegetation_greenness.tile1.nc,NEMSfv3gfs,NAGAPE,FV3_fix_tiled,C96,96,,.nc,525039,,input-data-20221101
C96.facsf.tile5.nc,NEMSfv3gfs,NAGAPE,FV3_fix_tiled,C96,96,,.nc,119545,,input-data-20221101
C96.substrate_temperature.tile1.nc,NEMSfv3gfs,NAGAPE,FV3_fix_tiled,C96,96,,.nc,119595,,input-data-20221101
C96.vegetation_greenness.tile4.nc,NEMSfv3gfs,NAGAPE,FV3_fix_tiled,C96,96,,.nc,525039,,input-data-20221101
C96.slope_type.tile6.nc,NEMSfv3gfs,NAGAPE,FV3_fix_tiled,C96,96,,.nc,119550,,input-data-20221101
C96.facsf.tile6.nc,NEMSfv3gfs,NAGAPE,FV3_fix_tiled,C96,96,,.nc,119545,,input-data-20221101
C96.slope_type.tile2.nc,NEMSfv3gfs,NAGAPE,FV3_fix_tiled,C96,96,,.nc,119550,,input-data-20221101
C96.snowfree_albedo.tile2.nc,NEMSfv3gfs,NAGAPE,FV3_fix_tiled,C96,96,,.nc,1857404,,input-data-20221101
C96.snowfree_albedo.tile1.nc,NEMSfv3gfs,NAGAPE,FV3_fix_tiled,C96,96,,.nc,1857404,,input-data-20221101
oro_C96.mx100.tile6.nc,NEMSfv3gfs,NAGAPE,FV3_fix_tiled,C96,96,100,.nc,834883,,input-data-20221101
C96.soil_type.tile6.nc,NEMSfv3gfs,NAGAPE,FV3_fix_tiled,C96,96,,.nc,119480,,input-data-20221101
C96.vegetation_type.tile4.nc,NEMSfv3gfs,NAGAPE,FV3_fix_tiled,C96,96,,.nc,119589,,input-data-20221101
C96.snowfree_albedo.tile3.nc,NEMSfv3gfs,NAGAPE,FV3_fix_tiled,C96,96,,.nc,1857404,,input-data-20221101
C96.vegetation_type.tile6.nc,NEMSfv3gfs,NAGAPE,FV3_fix_tiled,C96,96,,.nc,119589,,input-data-20221101
C96.maximum_snow_albedo.tile1.nc,NEMSfv3gfs,NAGAPE,FV3_fix_tiled,C96,96,,.nc,119490,,input-data-20221101
C96.soil_color.tile4.nc,NEMSfv3gfs,NAGAPE,FV3_fix_tiled,C96,96,,.nc,119613,,input-data-20221101
C96.vegetation_greenness.tile2.nc,NEMSfv3gfs,NAGAPE,FV3_fix_tiled,C96,96,,.nc,525039,,input-data-20221101
C96.vegetation_type.tile2.nc,NEMSfv3gfs,NAGAPE,FV3_fix_tiled,C96,96,,.nc,119589,,input-data-20221101
C96.maximum_snow_albedo.tile3.nc,NEMSfv3gfs,NAGAPE,FV3_fix_tiled,C96,96,,.nc,119490,,input-data-20221101
C96.vegetation_greenness.tile3.nc,NEMSfv3gfs,NAGAPE,FV3_fix_tiled,C96,96,,.nc,525039,,input-data-20221101
C96.soil_type.tile4.nc,NEMSfv3gfs,NAGAPE,FV3_fix_tiled,C96,96,,.nc,119480,,input-data-20221101
C96.facsf.tile3.nc,NEMSfv3gfs,NAGAPE,FV3_fix_tiled,C96,96,,.nc,119545,,input-data-20221101
C96.substrate_temperature.tile5.nc,NEMSfv3gfs,NAGAPE,FV3_fix_tiled,C96,96,,.nc,119595,,input-data-20221101
oro_C96.mx100.tile3.nc,NEMSfv3gfs,NAGAPE,FV3_fix_tiled,C96,96,100,.nc,834883,,input-data-20221101
C96.substrate_temperature.tile6.nc,NEMSfv3gfs,NAGAPE,FV3_fix_tiled,C96,96,,.nc,119595,,input-data-20221101
C96.soil_type.tile2.nc,NEMSfv3gfs,NAGAPE,FV3_fix_tiled,C96,96,,.nc,119480,,input-data-20221101
C96.soil_type.tile3.nc,NEMSfv3gfs,NAGAPE,FV3_fix_tiled,C96,96,,.nc,119480,,input-data-20221101
C96.vegetation_type.tile5.nc,NEMSfv3gfs,NAGAPE,FV3_fix_tiled,C96,96,,.nc,119589,,input-data-20221101
C96.slope_type.tile3.nc,NEMSfv3gfs,NAGAPE,FV3_fix_tiled,C96,96,,.nc,119550,,input-data-20221101
oro_C96.mx100.tile2.nc,NEMSfv3gfs,NAGAPE,FV3_fix_tiled,C96,96,100,.nc,834883,,input-data-20221101
C96.maximum_snow_albedo.tile6.nc,NEMSfv3gfs,NAGAPE,FV3_fix_tiled,C96,96,,.nc,119490,,input-data-20221101
C96.snowfree_albedo.tile5.nc,NEMSfv3gfs,NAGAPE,FV3_fix_tiled,C96,96,,.nc,1857404,,input-data-20221101
C96.soil_type.tile1.nc,NEMSfv3gfs,NAGAPE,FV3_fix_tiled,C96,96,,.nc,119480,,input-data-20221101
C96.vegetation_type.tile1.nc,NEMSfv3gfs,NAGAPE,FV3_fix_tiled,C96,96,,.nc,119589,,input-data-20221101
ufs-land_C96_init_fields.tile1.nc,NEMSfv3gfs,NAGAPE,NOAHMP_IC,,96,,.nc,665156,,input-data-20221101
ufs-land_C96_init_fields.tile5.nc,NEMSfv3gfs,NAGAPE,NOAHMP_IC,,96,,.nc,665156,,input-data-20221101
ufs-land_C96_init_fields.tile4.nc,NEMSfv3gfs,NAGAPE,NOAHMP_IC,,96,,.nc,665156,,input-data-20221101
ufs-land_C96_init_fields.tile2.nc,NEMSfv3gfs,NAGAPE,NOAHMP_IC,,96,,.nc,665156,,input-data-20221101
ufs-land_C96_init_fields.tile3.nc,NEMSfv3gfs,NAGAPE,NOAHMP_IC,,96,,.nc,665156,,input-data-20221101
ufs-land_C96_init_fields.tile6.nc,NEMSfv3gfs,NAGAPE,NOAHMP_IC,,96,,.nc,665156,,input-data-20221101
C96_grid.tile3.nc,NEMSfv3gfs,NAGAPE,FV3_input_data,INPUT,96,,.nc,2094935,,input-data-20221101
C96_grid.tile4.nc,NEMSfv3gfs,NAGAPE,FV3_input_data,INPUT,96,,.nc,2094935,,input-data-20221101
C96_grid.tile1.nc,NEMSfv3gfs,NAGAPE,FV3_input_data,INPUT,96,,.nc,2094935,,input-data-20221101
grid_spec.nc,NEMSfv3gfs,NAGAPE,FV3_input_data,INPUT,,,.nc,21966,,input-data-20221101
C96_grid.tile5.nc,NEMSfv3gfs,NAGAPE,FV3_input_data,INPUT,96,,.nc,2094935,,input-data-20221101
C96_grid.tile6.nc,NEMSfv3gfs,NAGAPE,FV3_input_data,INPUT,96,,.nc,2094935,,input-data-20221101
C96_grid.tile2.nc,NEMSfv3gfs,NAGAPE,FV3_input_data,INPUT,96,,.nc,2094935,,input-data-20221101
ufs.cpld.lnd.out.2000-01-02-00000.tile1.nc,NEMSfv3gfs,NAGAPE,INTEL,datm_cdeps_lnd_gswp3,,,.nc,11555364,,develop-20230816
ufs.cpld.lnd.out.2000-01-02-00000.tile5.nc,NEMSfv3gfs,NAGAPE,INTEL,datm_cdeps_lnd_gswp3,,,.nc,11555364,,develop-20230816
ufs.cpld.lnd.out.2000-01-02-00000.tile3.nc,NEMSfv3gfs,NAGAPE,INTEL,datm_cdeps_lnd_gswp3,,,.nc,11555364,,develop-20230816
ufs.cpld.lnd.out.2000-01-02-00000.tile6.nc,NEMSfv3gfs,NAGAPE,INTEL,datm_cdeps_lnd_gswp3,,,.nc,11555364,,develop-20230816
ufs.cpld.lnd.out.2000-01-02-00000.tile4.nc,NEMSfv3gfs,NAGAPE,INTEL,datm_cdeps_lnd_gswp3,,,.nc,11555364,,develop-20230816
ufs.cpld.lnd.out.2000-01-02-00000.tile2.nc,NEMSfv3gfs,NAGAPE,INTEL,datm_cdeps_lnd_gswp3,,,.nc,11555364,,develop-20230816
