Data File,Category,Sub-Category,Resolution (C),Ocean Resolution (mx),File Extension,File Size (Bytes),YYYY,Dataset Type
C96_ERA5_forcing_2020-12-16.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-05-02.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2020-10-13.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-06-19.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-01-15.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2020-11-21.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-03-21.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2019-12-22.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-05-16.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2020-11-01.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-02-12.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-08-08.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-05-04.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-06-29.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-06-13.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-01-24.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2020-12-25.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2019-12-10.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2020-10-14.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-02-01.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2020-12-04.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2020-11-08.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-09-10.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-05-31.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-03-20.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2020-11-18.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2019-12-06.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-06-08.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2019-12-17.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-02-21.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-02-16.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2020-11-13.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-02-04.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-05-22.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-07-20.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-03-08.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-04-06.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-08-14.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2020-12-05.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-06-30.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-05-08.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2020-10-18.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-07-07.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-02-18.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2020-11-22.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-08-20.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-09-09.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-09-15.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2020-11-12.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2019-12-21.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-08-25.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2020-10-10.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-05-18.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-07-16.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-06-03.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-01-17.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-02-17.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-06-24.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-03-05.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-07-31.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-01-30.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-08-19.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2019-12-29.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-06-22.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2020-12-14.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-03-25.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-01-05.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-07-06.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-09-29.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-03-27.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-05-28.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-08-17.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-01-28.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-03-30.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-09-14.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-03-01.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2020-10-09.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2019-12-24.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2020-12-29.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-01-03.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-04-10.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2020-12-27.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-02-09.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2019-12-25.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2020-11-25.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-03-14.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2020-10-20.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-03-07.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2019-12-30.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-09-17.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2019-12-13.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-05-11.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-03-19.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-03-17.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2020-10-24.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-07-25.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-03-26.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-01-21.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-01-26.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-10-01.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-09-20.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-03-09.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-08-16.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-04-21.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-07-01.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-02-08.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2019-12-08.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2019-12-18.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2020-12-09.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2020-11-27.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-04-09.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2019-12-01.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-06-15.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2020-12-21.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-04-22.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-02-15.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2020-11-26.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-03-23.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-04-29.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-04-12.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-01-23.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-04-11.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-07-29.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2020-10-07.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-09-25.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-04-16.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-07-24.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2020-11-20.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2020-12-31.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-07-09.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-04-30.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2020-11-10.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2020-10-28.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2020-10-05.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2020-10-29.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-08-28.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-02-11.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-07-21.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2019-12-12.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-01-04.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-02-22.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-03-06.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2019-12-28.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-09-13.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2020-10-01.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-08-03.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-01-31.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2020-11-05.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-03-03.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-08-13.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-03-11.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2020-12-01.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-08-11.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2020-10-19.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-08-02.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-02-05.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-01-20.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-01-19.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-09-05.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-05-25.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-03-18.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2020-12-06.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-02-13.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2020-10-26.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-04-19.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-06-17.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-05-19.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-08-05.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-03-22.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2020-12-02.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-03-31.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2020-11-15.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-07-14.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-03-04.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2019-12-05.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-08-09.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2020-11-17.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-01-14.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-04-28.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-07-26.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-06-04.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-08-21.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-06-06.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2020-11-24.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-08-18.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-08-06.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-05-23.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-09-08.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-07-08.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2020-12-08.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2020-12-26.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-04-14.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-01-08.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-08-10.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2019-12-14.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-09-12.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-06-25.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2020-12-30.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-01-18.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-07-30.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-03-10.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2019-12-03.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-06-16.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2019-12-23.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-08-04.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-04-01.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-07-15.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-01-25.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2019-12-20.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2020-11-14.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-09-28.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2019-12-04.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-05-21.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2020-11-29.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-04-25.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2020-10-31.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-08-22.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2020-10-02.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2020-12-13.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-02-03.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-09-23.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-03-29.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2020-11-28.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-01-01.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-02-07.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-05-10.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2020-11-02.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2020-10-11.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-07-04.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-04-17.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2020-12-17.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-07-28.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-06-14.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2019-12-09.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-02-25.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2020-10-16.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-05-20.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-04-15.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-06-18.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2020-11-23.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-07-22.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2020-12-18.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-02-14.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-04-02.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2020-11-07.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2020-11-16.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-05-27.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-08-27.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2020-10-04.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-05-06.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-09-18.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-01-10.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2020-10-27.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-06-27.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-02-26.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-05-14.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2020-12-03.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-07-10.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-04-26.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2020-11-09.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2020-12-28.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-09-11.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-03-15.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-04-27.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2020-11-03.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-07-05.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-04-23.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2020-11-30.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2019-12-15.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2020-12-20.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-05-30.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-06-07.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-01-22.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-05-03.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2020-11-19.nc,forcing,datm,96,,.nc,12313780,,era5
C96_ERA5_forcing_2021-02-28.nc,forcing,datm,96,,.nc,12313780,,era5
