Data File,Category,Sub-Category 1,Sub-Category 2,Sub-Category 3,Resolution (C),Ocean Resolution (mx),File Extension,File Size (Bytes),YYYY
C96_GDAS_forcing_2016-08-14.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-11-12.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-02-13.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-10-13.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-07-11.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-07-08.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-11-24.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-05-26.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-01-24.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-12-15.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-03-21.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-05-11.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-08-20.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-08-01.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-02-29.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-05-24.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-09-16.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-02-02.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-04-25.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-01-07.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-12-02.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-01-26.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-07-24.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-01-27.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-08-12.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-12-06.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-07-03.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-03-28.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-06-18.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-03-19.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-12-29.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-11-13.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-05-21.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-04-02.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-07-30.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-10-03.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-09-10.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-08-23.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-05-03.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-01-11.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-11-09.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-11-22.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-11-15.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-08-17.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-08-30.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-09-12.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-10-25.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-03-11.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-03-16.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-07-01.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-05-12.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-07-21.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-02-12.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-03-25.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-06-10.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-04-12.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-01-18.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-05-01.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-04-29.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-08-04.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-04-09.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-10-27.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-11-06.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-08-16.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-03-13.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-03-26.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-12-16.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-06-08.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-08-27.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-05-28.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-05-18.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-06-26.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-05-20.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-08-11.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-10-06.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-09-24.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-07-10.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-01-20.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-02-14.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-04-04.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-07-20.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-05-04.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-04-24.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-05-08.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-04-30.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-12-26.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-08-25.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-10-21.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-06-12.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-06-13.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-04-06.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-03-06.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-03-08.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-05-19.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-04-28.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-12-18.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-11-30.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-06-03.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-09-25.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-06-25.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-10-26.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-01-30.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-08-09.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-10-04.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-09-21.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-12-13.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-12-11.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-05-17.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-10-09.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-03-17.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-06-20.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-05-06.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-12-24.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-03-23.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-10-23.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-09-06.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-07-23.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-08-29.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-01-03.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-07-16.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-10-07.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-12-23.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-06-30.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-12-22.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-07-15.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-10-29.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-11-28.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-04-15.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-09-13.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-10-15.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-07-25.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-03-31.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-04-08.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-06-19.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-10-08.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-03-09.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-12-31.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-07-14.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-04-19.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-09-22.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-09-11.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
C96_GDAS_forcing_2016-11-29.nc,inputs,gdas,forcing,gdas,96,,.nc,14101708,
ufs-land_C96_static_fields.nc,inputs,gdas,forcing,static,96,,.nc,8009852,
ghcn_snwd_ioda_20160621.nc,inputs,snow_depth,DA,GHCN,,,.nc,695364,2016
ghcn_snwd_ioda_20161007.nc,inputs,snow_depth,DA,GHCN,,,.nc,755291,2016
ghcn_snwd_ioda_20161125.nc,inputs,snow_depth,DA,GHCN,,,.nc,839587,2016
ghcn_snwd_ioda_20160326.nc,inputs,snow_depth,DA,GHCN,,,.nc,861728,2016
ghcn_snwd_ioda_20160506.nc,inputs,snow_depth,DA,GHCN,,,.nc,716990,2016
ghcn_snwd_ioda_20160105.nc,inputs,snow_depth,DA,GHCN,,,.nc,963589,2016
ghcn_snwd_ioda_20160513.nc,inputs,snow_depth,DA,GHCN,,,.nc,715515,2016
ghcn_snwd_ioda_20160516.nc,inputs,snow_depth,DA,GHCN,,,.nc,717030,2016
ghcn_snwd_ioda_20160609.nc,inputs,snow_depth,DA,GHCN,,,.nc,712891,2016
ghcn_snwd_ioda_20161119.nc,inputs,snow_depth,DA,GHCN,,,.nc,845074,2016
ghcn_snwd_ioda_20160521.nc,inputs,snow_depth,DA,GHCN,,,.nc,674501,2016
ghcn_snwd_ioda_20160522.nc,inputs,snow_depth,DA,GHCN,,,.nc,674177,2016
ghcn_snwd_ioda_20160823.nc,inputs,snow_depth,DA,GHCN,,,.nc,713064,2016
ghcn_snwd_ioda_20160222.nc,inputs,snow_depth,DA,GHCN,,,.nc,918089,2016
ghcn_snwd_ioda_20161128.nc,inputs,snow_depth,DA,GHCN,,,.nc,881049,2016
ghcn_snwd_ioda_20160303.nc,inputs,snow_depth,DA,GHCN,,,.nc,926166,2016
ghcn_snwd_ioda_20160520.nc,inputs,snow_depth,DA,GHCN,,,.nc,697094,2016
ghcn_snwd_ioda_20161023.nc,inputs,snow_depth,DA,GHCN,,,.nc,756747,2016
ghcn_snwd_ioda_20161011.nc,inputs,snow_depth,DA,GHCN,,,.nc,756760,2016
ghcn_snwd_ioda_20161201.nc,inputs,snow_depth,DA,GHCN,,,.nc,879992,2016
ghcn_snwd_ioda_20160930.nc,inputs,snow_depth,DA,GHCN,,,.nc,712666,2016
ghcn_snwd_ioda_20161019.nc,inputs,snow_depth,DA,GHCN,,,.nc,767077,2016
ghcn_snwd_ioda_20161222.nc,inputs,snow_depth,DA,GHCN,,,.nc,921190,2016
ghcn_snwd_ioda_20160512.nc,inputs,snow_depth,DA,GHCN,,,.nc,715103,2016
ghcn_snwd_ioda_20160802.nc,inputs,snow_depth,DA,GHCN,,,.nc,713632,2016
ghcn_snwd_ioda_20160821.nc,inputs,snow_depth,DA,GHCN,,,.nc,695679,2016
ghcn_snwd_ioda_20160529.nc,inputs,snow_depth,DA,GHCN,,,.nc,656576,2016
ghcn_snwd_ioda_20160308.nc,inputs,snow_depth,DA,GHCN,,,.nc,916328,2016
ghcn_snwd_ioda_20160611.nc,inputs,snow_depth,DA,GHCN,,,.nc,710996,2016
ghcn_snwd_ioda_20160225.nc,inputs,snow_depth,DA,GHCN,,,.nc,921189,2016
ghcn_snwd_ioda_20160126.nc,inputs,snow_depth,DA,GHCN,,,.nc,970721,2016
ghcn_snwd_ioda_20161103.nc,inputs,snow_depth,DA,GHCN,,,.nc,796878,2016
ghcn_snwd_ioda_20160502.nc,inputs,snow_depth,DA,GHCN,,,.nc,757451,2016
ghcn_snwd_ioda_20160216.nc,inputs,snow_depth,DA,GHCN,,,.nc,945750,2016
ghcn_snwd_ioda_20160412.nc,inputs,snow_depth,DA,GHCN,,,.nc,837690,2016
ghcn_snwd_ioda_20161104.nc,inputs,snow_depth,DA,GHCN,,,.nc,797195,2016
ghcn_snwd_ioda_20160910.nc,inputs,snow_depth,DA,GHCN,,,.nc,709787,2016
ghcn_snwd_ioda_20160604.nc,inputs,snow_depth,DA,GHCN,,,.nc,695242,2016
ghcn_snwd_ioda_20161017.nc,inputs,snow_depth,DA,GHCN,,,.nc,762034,2016
ghcn_snwd_ioda_20160115.nc,inputs,snow_depth,DA,GHCN,,,.nc,945402,2016
ghcn_snwd_ioda_20160714.nc,inputs,snow_depth,DA,GHCN,,,.nc,712872,2016
ghcn_snwd_ioda_20160423.nc,inputs,snow_depth,DA,GHCN,,,.nc,758067,2016
ghcn_snwd_ioda_20161026.nc,inputs,snow_depth,DA,GHCN,,,.nc,772073,2016
ghcn_snwd_ioda_20160128.nc,inputs,snow_depth,DA,GHCN,,,.nc,943293,2016
ghcn_snwd_ioda_20160318.nc,inputs,snow_depth,DA,GHCN,,,.nc,915502,2016
ghcn_snwd_ioda_20160221.nc,inputs,snow_depth,DA,GHCN,,,.nc,880138,2016
ghcn_snwd_ioda_20160901.nc,inputs,snow_depth,DA,GHCN,,,.nc,712524,2016
ghcn_snwd_ioda_20160330.nc,inputs,snow_depth,DA,GHCN,,,.nc,846050,2016
ghcn_snwd_ioda_20160316.nc,inputs,snow_depth,DA,GHCN,,,.nc,879372,2016
ghcn_snwd_ioda_20161130.nc,inputs,snow_depth,DA,GHCN,,,.nc,879900,2016
ghcn_snwd_ioda_20160720.nc,inputs,snow_depth,DA,GHCN,,,.nc,712542,2016
ghcn_snwd_ioda_20160109.nc,inputs,snow_depth,DA,GHCN,,,.nc,945469,2016
ghcn_snwd_ioda_20160515.nc,inputs,snow_depth,DA,GHCN,,,.nc,696962,2016
ghcn_snwd_ioda_20160325.nc,inputs,snow_depth,DA,GHCN,,,.nc,880690,2016
ghcn_snwd_ioda_20160204.nc,inputs,snow_depth,DA,GHCN,,,.nc,933324,2016
ghcn_snwd_ioda_20160203.nc,inputs,snow_depth,DA,GHCN,,,.nc,944903,2016
ghcn_snwd_ioda_20160622.nc,inputs,snow_depth,DA,GHCN,,,.nc,695696,2016
ghcn_snwd_ioda_20160104.nc,inputs,snow_depth,DA,GHCN,,,.nc,965071,2016
ghcn_snwd_ioda_20160616.nc,inputs,snow_depth,DA,GHCN,,,.nc,712738,2016
ghcn_snwd_ioda_20160405.nc,inputs,snow_depth,DA,GHCN,,,.nc,877870,2016
ghcn_snwd_ioda_20160702.nc,inputs,snow_depth,DA,GHCN,,,.nc,695202,2016
ghcn_snwd_ioda_20161118.nc,inputs,snow_depth,DA,GHCN,,,.nc,860341,2016
ghcn_snwd_ioda_20161018.nc,inputs,snow_depth,DA,GHCN,,,.nc,761881,2016
ghcn_snwd_ioda_20160722.nc,inputs,snow_depth,DA,GHCN,,,.nc,712581,2016
ghcn_snwd_ioda_20160517.nc,inputs,snow_depth,DA,GHCN,,,.nc,715700,2016
ghcn_snwd_ioda_20160117.nc,inputs,snow_depth,DA,GHCN,,,.nc,944365,2016
ghcn_snwd_ioda_20160207.nc,inputs,snow_depth,DA,GHCN,,,.nc,918572,2016
ghcn_snwd_ioda_20160612.nc,inputs,snow_depth,DA,GHCN,,,.nc,710884,2016
ghcn_snwd_ioda_20161112.nc,inputs,snow_depth,DA,GHCN,,,.nc,797123,2016
ghcn_snwd_ioda_20161109.nc,inputs,snow_depth,DA,GHCN,,,.nc,798379,2016
ghcn_snwd_ioda_20160507.nc,inputs,snow_depth,DA,GHCN,,,.nc,715215,2016
ghcn_snwd_ioda_20160229.nc,inputs,snow_depth,DA,GHCN,,,.nc,916694,2016
ghcn_snwd_ioda_20160110.nc,inputs,snow_depth,DA,GHCN,,,.nc,962848,2016
ghcn_snwd_ioda_20160624.nc,inputs,snow_depth,DA,GHCN,,,.nc,695186,2016
ghcn_snwd_ioda_20160907.nc,inputs,snow_depth,DA,GHCN,,,.nc,695781,2016
ghcn_snwd_ioda_20160408.nc,inputs,snow_depth,DA,GHCN,,,.nc,850608,2016
ghcn_snwd_ioda_20160724.nc,inputs,snow_depth,DA,GHCN,,,.nc,695058,2016
ghcn_snwd_ioda_20160510.nc,inputs,snow_depth,DA,GHCN,,,.nc,717782,2016
ghcn_snwd_ioda_20160329.nc,inputs,snow_depth,DA,GHCN,,,.nc,851371,2016
ghcn_snwd_ioda_20160623.nc,inputs,snow_depth,DA,GHCN,,,.nc,695725,2016
ghcn_snwd_ioda_20160219.nc,inputs,snow_depth,DA,GHCN,,,.nc,919031,2016
ghcn_snwd_ioda_20160429.nc,inputs,snow_depth,DA,GHCN,,,.nc,774368,2016
ghcn_snwd_ioda_20161021.nc,inputs,snow_depth,DA,GHCN,,,.nc,762591,2016
ghcn_snwd_ioda_20160107.nc,inputs,snow_depth,DA,GHCN,,,.nc,944583,2016
ghcn_snwd_ioda_20160918.nc,inputs,snow_depth,DA,GHCN,,,.nc,710753,2016
ghcn_snwd_ioda_20161229.nc,inputs,snow_depth,DA,GHCN,,,.nc,919124,2016
ghcn_snwd_ioda_20160416.nc,inputs,snow_depth,DA,GHCN,,,.nc,819329,2016
ghcn_snwd_ioda_20160816.nc,inputs,snow_depth,DA,GHCN,,,.nc,713289,2016
ghcn_snwd_ioda_20160406.nc,inputs,snow_depth,DA,GHCN,,,.nc,850909,2016
ghcn_snwd_ioda_20160915.nc,inputs,snow_depth,DA,GHCN,,,.nc,695556,2016
ghcn_snwd_ioda_20160626.nc,inputs,snow_depth,DA,GHCN,,,.nc,694502,2016
ghcn_snwd_ioda_20160828.nc,inputs,snow_depth,DA,GHCN,,,.nc,695289,2016
ghcn_snwd_ioda_20160315.nc,inputs,snow_depth,DA,GHCN,,,.nc,881373,2016
ghcn_snwd_ioda_20161025.nc,inputs,snow_depth,DA,GHCN,,,.nc,766893,2016
ghcn_snwd_ioda_20160917.nc,inputs,snow_depth,DA,GHCN,,,.nc,710410,2016
ghcn_snwd_ioda_20161111.nc,inputs,snow_depth,DA,GHCN,,,.nc,797421,2016
ghcn_snwd_ioda_20160708.nc,inputs,snow_depth,DA,GHCN,,,.nc,713034,2016
ghcn_snwd_ioda_20161014.nc,inputs,snow_depth,DA,GHCN,,,.nc,756337,2016
ghcn_snwd_ioda_20160701.nc,inputs,snow_depth,DA,GHCN,,,.nc,712665,2016
ghcn_snwd_ioda_20160530.nc,inputs,snow_depth,DA,GHCN,,,.nc,673739,2016
ghcn_snwd_ioda_20160131.nc,inputs,snow_depth,DA,GHCN,,,.nc,928552,2016
ghcn_snwd_ioda_20160726.nc,inputs,snow_depth,DA,GHCN,,,.nc,712835,2016
ghcn_snwd_ioda_20160122.nc,inputs,snow_depth,DA,GHCN,,,.nc,1004356,2016
ghcn_snwd_ioda_20160307.nc,inputs,snow_depth,DA,GHCN,,,.nc,919614,2016
ghcn_snwd_ioda_20161205.nc,inputs,snow_depth,DA,GHCN,,,.nc,1327580,2016
ghcn_snwd_ioda_20161213.nc,inputs,snow_depth,DA,GHCN,,,.nc,1327344,2016
ghcn_snwd_ioda_20161015.nc,inputs,snow_depth,DA,GHCN,,,.nc,754438,2016
ghcn_snwd_ioda_20161207.nc,inputs,snow_depth,DA,GHCN,,,.nc,1326796,2016
